country,iso2c,iso3c,year,status,lastupdated,gdp_deflator,cpi_price,region,capital,longitude,latitude,income,lending
Afghanistan,AF,AFG,1964,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2003,,2022-12-22,11.655238211175,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1985,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1980,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1961,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2007,,2022-12-22,22.5277561997899,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2002,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1981,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1962,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1991,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1979,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1968,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1974,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1988,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2020,,2022-12-22,7.82166712677619,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2014,,2022-12-22,0.566944540816536,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1983,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1984,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1996,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1966,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1975,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1960,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2019,,2022-12-22,6.52147984507825,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1977,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1986,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2015,,2022-12-22,2.44756300204637,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1999,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1973,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2008,,2022-12-22,2.09628874882868,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1965,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1998,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1972,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1971,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2013,,2022-12-22,4.82278547931649,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2000,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1990,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1978,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1989,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1963,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1970,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2006,,2022-12-22,7.19975128908025,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2012,,2022-12-22,7.30175647136595,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1993,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2001,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1992,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2021,,2022-12-22,0.524516523622154,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1997,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1994,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2009,,2022-12-22,-2.16340442783005,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2018,,2022-12-22,2.07134857890898,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1976,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1995,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2010,,2022-12-22,3.81463031709113,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2011,,2022-12-22,16.5933467311629,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1987,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1969,,2022-12-22,NA,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2017,,2022-12-22,2.40365618844285,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2005,,2022-12-22,10.9127735539374,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2004,,2022-12-22,11.2714320712639,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2016,,2022-12-22,-2.19752646590604,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AFG,,1987,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,1988,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,1989,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,1990,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,1991,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,1992,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,1993,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,1994,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,1995,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,1996,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,1997,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,1998,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,1999,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2000,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2001,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2002,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2003,,2020-07-27,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2004,,2020-07-27,NA,67.1372830291,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2005,,2020-07-27,NA,74.08618048074,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2006,,2020-07-27,NA,79.1126363286,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2007,,2020-07-27,NA,85.98006522452,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2008,,2020-07-27,NA,108.69484368849,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2009,,2020-07-27,NA,101.29147558324,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2010,,2020-07-27,NA,103.49814203601,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2011,,2020-07-27,NA,115.71523420075,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2012,,2020-07-27,NA,123.16872127711,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2013,,2020-07-27,NA,132.26566383875,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2014,,2020-07-27,NA,138.4477625946,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2015,,2020-07-27,NA,137.53164886671,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2016,,2020-07-27,NA,143.56087225467,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2017,,2020-07-27,NA,150.704408296,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2018,,2020-07-27,NA,151.64802665284,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2019,,2020-07-27,NA,155.13954480831,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,,2020,,2020-07-27,NA,159.12282571984,NA,NA,NA,NA,NA,NA
Africa Eastern and Southern,ZH,AFE,2017,,2022-12-22,5.21743086615295,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1982,,2022-12-22,7.69747177597071,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1979,,2022-12-22,14.571237401444,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1962,,2022-12-22,0.979877966395769,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,,2022-12-22,8.25957019749005,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,,2022-12-22,6.12843243160444,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,,2022-12-22,5.5607359817218,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1981,,2022-12-22,10.8638994714454,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1963,,2022-12-22,3.15005277433813,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,,2022-12-22,9.43027047205072,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1976,,2022-12-22,10.0377075796623,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1970,,2022-12-22,4.9375235930307,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2016,,2022-12-22,6.40090045368644,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1960,,2022-12-22,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1978,,2022-12-22,10.6558795495966,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1975,,2022-12-22,11.9337531308032,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,,2022-12-22,5.84411140067347,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,,2022-12-22,7.89982253244756,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1977,,2022-12-22,10.3513045714061,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,,2022-12-22,9.01894074585519,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1993,,2022-12-22,13.3768641263433,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,,2022-12-22,14.4531114060499,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1987,,2022-12-22,11.7357835170852,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1961,,2022-12-22,1.8617011355292,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1983,,2022-12-22,11.556841727952,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1992,,2022-12-22,14.2531376764685,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2020,,2022-12-22,4.73535497302081,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2019,,2022-12-22,4.45665786202293,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1985,,2022-12-22,16.1443312605572,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,,2022-12-22,9.45926497236815,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1990,,2022-12-22,11.9263048389071,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,,2022-12-22,6.99201628115405,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1998,,2022-12-22,8.26955483499275,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,,2022-12-22,8.00681329656179,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1989,,2022-12-22,14.7982343633476,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2021,,2022-12-22,5.62447276156017,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1988,,2022-12-22,20.0811009249169,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,,2022-12-22,8.59255310013562,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1991,,2022-12-22,12.5319618961838,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,,2022-12-22,9.83959057683409,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2018,,2022-12-22,3.98039127680487,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,,2022-12-22,12.8165184306103,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1973,,2022-12-22,11.9008758075883,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1980,,2022-12-22,19.2052947583143,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,,2022-12-22,5.36646229778501,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,,2022-12-22,11.117305882147,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1969,,2022-12-22,5.22110647397962,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1994,,2022-12-22,10.970426743749,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1972,,2022-12-22,10.1813984597602,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1984,,2022-12-22,11.1505445547794,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,,2022-12-22,8.11271176099276,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,,2022-12-22,8.62998398922237,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1968,,2022-12-22,3.39772279390527,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,,2022-12-22,11.4630397755144,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1967,,2022-12-22,1.3564853902262,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1966,,2022-12-22,3.92852439861289,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1964,,2022-12-22,3.72697762319505,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1986,,2022-12-22,13.5092843236489,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,,2022-12-22,7.40752901026004,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1965,,2022-12-22,3.5699509035563,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1974,,2022-12-22,14.8176062024799,NA,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1971,,2022-12-22,4.66418002291394,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,,2022-12-22,4.64332214023644,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2019,,2022-12-22,1.58228957609332,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,,2022-12-22,0.280788086705584,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1975,,2022-12-22,8.58677208918526,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2015,,2022-12-22,1.99284630002042,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2018,,2022-12-22,3.36510112817304,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,,2022-12-22,8.78983943597432,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2016,,2022-12-22,1.78417196818288,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,,2022-12-22,5.2898048599024,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1969,,2022-12-22,4.83856099609655,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1963,,2022-12-22,3.01391715577817,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,,2022-12-22,4.76187830033287,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,,2022-12-22,4.31995749994334,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1962,,2022-12-22,2.43266332710795,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,,2022-12-22,6.6889339462895,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1972,,2022-12-22,5.14581077272575,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1961,,2022-12-22,3.33614829236798,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1964,,2022-12-22,2.906177950873,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1994,,2022-12-22,25.0620427392601,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,,2022-12-22,1.718821631066,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,,2022-12-22,2.24006068269421,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1960,,2022-12-22,NA,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2017,,2022-12-22,1.75917168944196,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1977,,2022-12-22,11.043108303528,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1988,,2022-12-22,3.40855660018133,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1990,,2022-12-22,6.66894186986168,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,,2022-12-22,9.57675740925085,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,,2022-12-22,5.68195133906449,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,,2022-12-22,1.3962190528371,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1968,,2022-12-22,2.03146493895743,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1974,,2022-12-22,13.4226391288569,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,,2022-12-22,3.66750917412438,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1989,,2022-12-22,3.58485904083869,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1991,,2022-12-22,3.0734989661165,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,,2022-12-22,5.00466529801282,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1970,,2022-12-22,3.71045521228307,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2013,,2022-12-22,1.57313536817723,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2020,,2022-12-22,1.11820822536703,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1965,,2022-12-22,2.75243171318678,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2021,,2022-12-22,6.45490959357632,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,,2022-12-22,6.90729366487193,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1966,,2022-12-22,4.14307892070862,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1992,,2022-12-22,0.738816824028547,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,,2022-12-22,5.38736139649049,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1978,,2022-12-22,7.66739154644659,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,,2022-12-22,7.68083409226116,NA,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1967,,2022-12-22,1.28037535067494,NA,Aggregates,,,,Aggregates,Aggregates
