country,iso2c,iso3c,year,gdp,status,lastupdated,region,capital,longitude,latitude,income,lending
Afghanistan,AF,AFG,2002,3854235264.37171,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2001,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2000,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1999,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1998,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1997,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1996,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1995,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1994,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1993,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1992,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1991,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1990,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1989,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1988,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1987,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1986,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1985,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1984,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1983,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1982,NA,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1981,3478787909.09091,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1980,3641723321.99546,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1979,3697940409.61098,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1978,3300000108.88889,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1977,2953333417.77778,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1976,2555555566.66667,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1975,2366666615.55556,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1974,2155555497.77778,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1973,1733333264.44444,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1972,1595555475.55556,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1971,1831108971.11111,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1970,1748886595.55556,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1969,1408888922.22222,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1968,1373333366.66667,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1967,1673333417.77778,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1966,1399999966.66667,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1965,1006666637.77778,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1964,800000044.444444,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1963,751111191.111111,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1962,546666677.777778,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1961,548888895.555556,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1960,537777811.111111,,2022-12-22,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Africa Eastern and Southern,ZH,AFE,1972,53515410561.422,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1975,91650122061.7007,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1974,86058687785.665,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1973,69601524279.5365,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2018,1007240479573.39,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2017,1021118730941.08,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1971,49479440037.6989,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1970,44863079905.4656,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1969,41828778631.7557,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1968,36521869225.3694,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1967,33514906531.5053,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1966,32239462540.9567,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1981,174388852462.791,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1980,170656140911.193,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2021,1080711605709.63,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2020,927484450967.307,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2019,1001017049660.46,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1960,21290811193.8164,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1976,91125515752.0365,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1990,253226719450.555,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2016,882721265524.166,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,924522770394.565,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,1003768056233.73,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,983472863852.069,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,972573424415.211,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1982,167268082239.884,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1983,174919895798.047,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,719071175011.08,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1979,134672829146.699,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1978,115346261836.344,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1977,103416937913.423,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,512216548337.93,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1961,21808704493.2553,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,438838435407.663,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,352662234006.59,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,264872614492.351,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,258821310851.571,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,283928427609.579,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,964180707358.463,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,860332378206.453,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1998,265816904660.638,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,708095438324.809,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,660804869868.707,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,575703116619.124,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1991,273405697195.302,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1993,236529420848.741,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1989,217540893078.77,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1988,204142003747.68,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1984,160135659993.827,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1987,186146618477.894,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1986,152519907872.898,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1985,136298779649.414,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1963,28210335256.1952,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1962,23707266143.4721,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1965,29682486700.3738,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1964,26119063726.3905,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,268416528915.098,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,262174971957.794,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1994,240122633179.398,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1992,238257961319.909,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,269639706340.127,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,282187971546.187,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,253471913925.27,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1992,118282253152.158,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2019,794719102944.191,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,127063922266.802,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1990,121802125421.925,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1989,101768783075.2,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1988,108943464548.552,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1991,117457060715.759,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,130106822586.563,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2020,784799699387.377,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1980,112031308653.857,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,395655858340.007,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2018,766359667820.703,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2017,683748014299.694,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2016,690545418736.157,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2015,766957955078.105,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1987,110321770123.657,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1986,107497542341.418,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1999,137521000392.092,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,125763022907.643,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,108221319966.439,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1994,86281743752.6536,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1993,98826369836.0256,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1981,211003492000.188,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2021,840187283626.448,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,310094246800.233,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1964,13838369295.2313,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,204470860701.304,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,176605835909.847,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,146779813046.927,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,140410259302.465,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2013,832216894624.603,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1985,116507282627.195,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1984,114262670303.605,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1983,138115204947.351,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1982,187163726212.803,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,566479463919.374,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,464425613626.874,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1979,88628401268.6832,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1978,71199708191.9944,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1977,65315008068.1014,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1976,62129390374.9031,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1975,51444731784.0348,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,892497905712.366,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1960,10404135069.15,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2012,736039861278.13,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,680455985950.414,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,597129288864.775,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,507029514633.981,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1970,23504605475.6438,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1969,16882092549.4749,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1967,14426038229.7748,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1966,15832591204.0611,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1965,14862225759.9135,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1963,12676330764.6917,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1962,11943187848.3043,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1961,11127894641.0191,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1971,20832817218.3939,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1974,44214484996.8734,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1973,31273819025.9673,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1972,25264953765.762,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1968,14880349280.3199,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Albania,AL,ALB,2021,18255787479.1846,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2020,15131866270.5936,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2019,15401830754.0773,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2018,15156432309.8977,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2017,13019689336.6919,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2016,11861199830.8396,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2015,11386850129.8411,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2014,13228147516.1168,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2013,12776220507.0162,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2012,12319830437.3467,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2011,12890764531.3284,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2010,11926922828.9911,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2009,12044208085.864,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2008,12881353507.8539,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2007,10677324144.4289,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2006,8896072918.9814,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2005,8052073539.38058,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2004,7184685781.51876,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2003,5611496257.14231,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2002,4348068242.19512,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2001,3922100793.5403,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2000,3480355258.04122,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1999,3212121650.97755,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1998,2545964540.88383,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1997,2258513974.0968,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1996,3199641335.93751,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1995,2392764853.42107,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1994,1880951520.3972,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1993,1185315468.46295,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1992,652174990.837304,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1991,1099559027.77778,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1990,2028553750,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1989,2253090000,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1988,2051236250,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1987,2080796250,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1986,2097326250,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1985,1897050133.42015,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1984,1857338011.85488,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1983,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1982,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1981,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1980,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1979,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1978,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1977,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1976,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
